Row,Block,Tree,nursery_id,year_planted,guard_tree,check_tree,dead_tree,PLANTID,PLANTID_ALT1,ACCID,ACP,ACNO,ACS,kentville_block,origin,apple_id,type
4,North,52,5078,2013,0,0,0,Discovery,,21894,PI,589900,.07,NULL,USDA,413,dessert
14,South,37,5080,2013,0,0,1,Discovery,,21894,PI,589900,.07,NULL,USDA,413,dessert
12,North,12,5039,2013,0,0,0,"Dubbele Zoete Aagt",,21992,PI,589915,.06,NULL,USDA,400,dessert
9,South,13,5040,2013,0,0,0,"Dubbele Zoete Aagt",,21992,PI,589915,.06,NULL,USDA,400,dessert
1,North,36,6061,2013,0,0,1,Duchess,,2791,PI,588801,.07,NULL,USDA,515,dessert
19,South,59,6062,2013,0,0,0,Duchess,,2791,PI,588801,.07,NULL,USDA,515,dessert
11,North,29,6101,2013,0,0,0,"Dunkerton Late Sweet",,18820,PI,589666,.06,NULL,USDA,528,dessert
14,South,57,6102,2013,0,0,0,"Dunkerton Late Sweet",,18820,PI,589666,.06,NULL,USDA,528,dessert
18,South,17,5135,2014,0,0,0,Earliblaze,,19132,PI,589706,.04,NULL,USDA,432,cider
11,North,41,5136,2013,0,0,0,Earliblaze,,19132,PI,589706,.04,NULL,USDA,432,cider
3,North,31,4307,2013,0,0,0,"Early Bird Red",,19463,PI,589713,.05,NULL,USDA,376,dessert
1,South,57,4308,2013,0,0,0,"Early Bird Red",,19463,PI,589713,.05,NULL,USDA,376,dessert
9,North,54,5091,2013,0,0,0,"Early Harvest",,7063,PI,589015,.05,NULL,USDA,417,dessert
9,South,53,5092,2013,0,0,0,"Early Harvest",,7063,PI,589015,.05,NULL,USDA,417,dessert
1,North,60,1302,2013,0,0,0,"Egremont Russet",,198141,PI,260000,,59,Kentville,99,dessert
8,South,17,1303,2013,0,0,0,"Egremont Russet",,198141,PI,260000,,59,Kentville,99,dessert
9,North,6,3133,2013,0,0,0,"Ein Shemer",,208690,PI,280401,.20,NULL,USDA,212,dessert
3,South,11,3134,2013,0,0,1,"Ein Shemer",,208690,PI,280401,.20,NULL,USDA,212,dessert
2,North,31,1202,2013,0,0,0,Elstar,,17171,PI,589440,,113,Kentville,67,dessert
5,North,1,1203,2013,1,0,0,Elstar,,17171,PI,589440,,113,Kentville,67,dessert
14,South,34,1204,2013,0,0,0,Elstar,,17171,PI,589440,,113,Kentville,67,dessert
16,North,48,2204,2013,0,0,0,Emilia,,132355,PI,123989,.13,NULL,USDA,137,dessert
19,South,13,2205,2013,0,0,0,Emilia,,132355,PI,123989,.13,NULL,USDA,137,dessert
12,North,3,2317,2013,0,0,0,Empire,,3692,PI,588842,.33,NULL,USDA,171,dessert
16,South,1,2318,2013,1,0,0,Empire,,3692,PI,588842,.33,NULL,USDA,171,dessert
15,South,21,2319,2013,0,0,0,Empire,,3692,PI,588842,.33,NULL,USDA,171,dessert
14,North,49,3224,2013,0,0,0,Empress,,NULL,,NULL,,113,Kentville,239,dessert
14,South,43,3225,2013,0,0,0,Empress,,NULL,,NULL,,113,Kentville,239,dessert
15,North,40,1008,2013,0,0,0,Enterprise,,25048,PI,590210,,113,Kentville,3,dessert
11,South,56,1009,2013,0,0,0,Enterprise,,25048,PI,590210,,113,Kentville,3,dessert
2,North,6,3184,2013,0,0,0,"Esopus Spitzenburg",,2470,PI,588785,.15,NULL,USDA,227,dessert
9,South,20,3186,2013,0,0,0,"Esopus Spitzenburg",,2470,PI,588785,.15,NULL,USDA,227,dessert
4,North,12,1091,2013,0,0,0,Fantazja,,14948,PI,589350,,113,Kentville,31,dessert
13,South,15,1093,2013,0,0,0,Fantazja,,14948,PI,589350,,113,Kentville,31,dessert
7,North,23,1010,2013,0,0,0,Florina,,86849,PI,588747,,113,Kentville,4,dessert
19,South,38,1012,2013,0,0,0,Florina,,86849,PI,588747,,113,Kentville,4,dessert
17,North,60,1248,2013,0,0,0,Freedom,,NULL,,NULL,,113,Kentville,81,dessert
5,South,42,1249,2013,0,0,0,Freedom,,NULL,,NULL,,113,Kentville,81,dessert
18,North,59,2278,2013,0,0,0,"Fuji Red Sport Type 2",,3720,PI,588844,.15,NULL,USDA,160,dessert
8,South,47,2279,2013,0,0,0,"Fuji Red Sport Type 2",,3720,PI,588844,.15,NULL,USDA,160,dessert
9,North,41,3109,2013,0,0,0,Gala,,294439,PI,392303,.15,NULL,USDA,205,dessert
16,South,29,3110,2013,0,0,1,Gala,,294439,PI,392303,.15,NULL,USDA,205,dessert
7,North,47,1176,2013,0,0,1,"Ginger gold",,NULL,,NULL,,113,Kentville,58,dessert
3,South,31,1177,2013,0,0,1,"Ginger gold",,NULL,,NULL,,113,Kentville,58,dessert
6,North,5,3227,2013,0,0,1,"Gloster 69",,3596,PI,588836,,113,Kentville,1219,dessert
18,South,48,3228,2013,0,0,0,"Gloster 69",,3596,PI,588836,,113,Kentville,1219,dessert
16,North,40,3089,2013,0,0,0,"GMAL 1750",,15878,PI,589380,.13,NULL,USDA,200,dessert
17,South,50,3090,2013,0,0,0,"GMAL 1750",,15878,PI,589380,.13,NULL,USDA,200,dessert
18,North,56,3077,2013,0,0,0,"GMAL 2251",,519452,PI,594104,.a9,NULL,USDA,197,dessert
13,South,21,3078,2013,0,0,0,"GMAL 2251",,519452,PI,594104,.a9,NULL,USDA,197,dessert
4,North,9,2338,2013,0,0,0,"GMAL 3158",,23456,PI,590043,.13,NULL,USDA,175,dessert
7,South,30,2339,2013,0,0,0,"GMAL 3158",,23456,PI,590043,.13,NULL,USDA,175,dessert
4,North,35,3058,2013,0,0,0,"GMAL 3163",,483016,PI,323617,.14,NULL,USDA,193,dessert
4,South,27,3059,2013,0,0,1,"GMAL 3163",,483016,PI,323617,.14,NULL,USDA,193,dessert
12,North,18,3049,2013,0,0,0,"GMAL 3223",,519457,PI,594106,.95,NULL,USDA,190,dessert
13,South,16,3051,2013,0,0,0,"GMAL 3223",,519457,PI,594106,.95,NULL,USDA,190,dessert
13,South,6,3170,2013,0,0,0,"Golden Delicious",,24944,PI,590184,.19,NULL,USDA,222,dessert
16,North,19,3171,2013,0,0,0,"Golden Delicious",,24944,PI,590184,.19,NULL,USDA,222,dessert
16,North,17,2302,2013,0,0,0,"Granny Smith",,4248,PI,588880,.14,NULL,USDA,167,dessert
10,South,54,2303,2013,0,0,0,"Granny Smith",,4248,PI,588880,.14,NULL,USDA,167,dessert
2,North,26,3148,2013,0,0,0,"Gravenstein Washington Red",,3616,PI,588837,.14,NULL,USDA,216,dessert
1,South,18,3149,2013,0,0,0,"Gravenstein Washington Red",,3616,PI,588837,.14,NULL,USDA,216,dessert
19,North,49,6262,2013,0,0,0,Greensleeves,,18876,PI,589673,,103,Kentville,1221,dessert
11,South,17,6263,2013,0,0,0,Greensleeves,,18876,PI,589673,,103,Kentville,1221,dessert
8,North,41,3172,2013,0,0,0,Haralson,,17400,PI,589469,.13,NULL,USDA,223,dessert
1,South,59,3173,2013,0,0,0,Haralson,,17400,PI,589469,.13,NULL,USDA,223,dessert
8,North,34,1196,2013,0,0,0,Holly,,21854,PI,589893,,113,Kentville,65,cider
11,South,25,1197,2013,0,0,0,Holly,,21854,PI,589893,,113,Kentville,65,cider
8,North,2,1155,2013,0,1,0,Honeycrisp,,649420,PI,644174,,113,Kentville,1223,dessert
18,North,22,1156,2013,0,1,0,Honeycrisp,,649420,PI,644174,,113,Kentville,1223,dessert
11,North,51,3113,2013,0,0,0,Idagold,,11221,PI,589189,.08,NULL,USDA,206,dessert
8,South,34,3114,2013,0,0,0,Idagold,,11221,PI,589189,.08,NULL,USDA,206,dessert
11,North,47,3178,2013,0,0,0,Idared,,3682,PI,588841,.16,NULL,USDA,225,dessert
11,South,9,3179,2013,0,0,0,Idared,,3682,PI,588841,.16,NULL,USDA,225,dessert
4,North,29,3142,2013,0,0,1,Ingol,,17180,PI,589441,.19,NULL,USDA,214,dessert
9,South,12,3144,2013,0,0,0,Ingol,,17180,PI,589441,.19,NULL,USDA,214,dessert
3,North,19,2249,2013,0,0,0,"James Grieve (Red Rosamund strain)",,189767,PI,246464,.18,NULL,USDA,150,dessert
16,South,21,2250,2013,0,0,0,"James Grieve (Red Rosamund strain)",,189767,PI,246464,.18,NULL,USDA,150,dessert
8,North,39,3271,2013,0,0,0,Jerseyred,Jersyred,10635,PI,589159,,113,Kentville,254,dessert
7,North,46,1001,2013,0,0,0,Jonafree,,22322,PI,589962,,113,Kentville,1,dessert
5,South,54,1002,2013,0,0,0,Jonafree,,22322,PI,589962,,113,Kentville,1,dessert
10,North,58,2341,2013,0,0,0,Jonagold,,5004,PI,588941,.21,NULL,USDA,176,dessert
15,South,45,2343,2013,0,0,0,Jonagold,,5004,PI,588941,.21,NULL,USDA,176,dessert
19,North,19,3044,2013,0,0,0,Jonamac,,3959,PI,588858,.05,NULL,USDA,188,dessert
16,South,16,3045,2013,0,0,1,Jonamac,,3959,PI,588858,.05,NULL,USDA,188,dessert
14,North,18,1115,2013,0,0,0,Keepsake,,21860,PI,589894,,113,Kentville,39,dessert
12,North,1,1116,2013,1,0,0,Keepsake,,21860,PI,589894,,113,Kentville,39,dessert
14,South,61,1117,2013,0,0,0,Keepsake,,21860,PI,589894,,113,Kentville,39,dessert
11,North,59,2254,2013,0,0,0,"Kimball McIntosh 2-4-4-4",,9428,PI,589122,.17,NULL,USDA,152,dessert
18,South,7,2255,2013,0,0,0,"Kimball McIntosh 2-4-4-4",,9428,PI,589122,.17,NULL,USDA,152,dessert
15,North,37,3211,2013,0,0,0,Kogetsu,,24812,PI,590153,,113,Kentville,236,dessert
11,South,58,3213,2013,0,0,1,Kogetsu,,24812,PI,590153,,113,Kentville,236,dessert
2,North,24,2290,2013,0,0,1,Koningszuur,,483014,PI,188517,.15,NULL,USDA,163,dessert
5,South,35,2291,2013,0,0,0,Koningszuur,,483014,PI,188517,.15,NULL,USDA,163,dessert
9,North,27,2269,2013,0,0,0,"Korichnoe Polosatoje",,17566,PI,589491,.16,NULL,USDA,157,dessert
2,South,10,2271,2013,0,0,1,"Korichnoe Polosatoje",,17566,PI,589491,.16,NULL,USDA,157,dessert
4,North,28,2219,2013,0,0,1,Lady,,7901,PI,589053,.16,NULL,USDA,142,dessert
5,South,7,2220,2013,0,0,0,Lady,,7901,PI,589053,.16,NULL,USDA,142,dessert
12,North,41,1014,2013,0,0,0,Liberty,,5016,PI,588943,,113,Kentville,5,dessert
3,South,39,1015,2013,0,0,0,Liberty,,5016,PI,588943,,113,Kentville,5,dessert
5,North,20,4115,2013,0,0,1,Macoun,,21865,PI,589895,,140,Kentville,1228,dessert
13,South,26,4116,2013,0,0,0,Macoun,,21865,PI,589895,,140,Kentville,1228,dessert
13,North,62,4117,2013,1,0,0,Macoun,,21865,PI,589895,,140,Kentville,1228,dessert
12,North,31,2242,2013,0,0,0,"Marshall McIntosh",,6796,PI,588998,.17,NULL,USDA,148,dessert
8,South,58,2243,2013,0,0,0,"Marshall McIntosh",,6796,PI,588998,.17,NULL,USDA,148,dessert
7,North,21,1172,2013,0,0,0,McIntosh,,NULL,,NULL,,113,Kentville,57,dessert
9,South,35,1173,2013,0,0,1,McIntosh,,NULL,,NULL,,113,Kentville,57,dessert
14,North,9,3115,2013,0,0,1,"Medaille d'Or",,18993,PI,594108,.18,NULL,USDA,207,dessert
4,South,51,3116,2013,0,0,1,"Medaille d'Or",,18993,PI,594108,.18,NULL,USDA,207,dessert
11,North,43,1133,2013,0,0,0,Melrose,,15693,PI,589362,,113,Kentville,45,dessert
10,South,37,1134,2013,0,0,0,Melrose,,15693,PI,589362,,113,Kentville,45,dessert
19,North,1,6281,2013,1,0,0,Milwaukee,,12138,PI,589216,,NULL,Kentville,1230,dessert
8,South,57,6282,2013,0,0,0,Milwaukee,,12138,PI,589216,,NULL,Kentville,1230,dessert
3,North,17,1035,2013,0,0,0,Moira,,24866,PI,590160,,113,Kentville,12,cider
11,South,34,1036,2013,0,0,0,Moira,,24866,PI,590160,,113,Kentville,12,cider
7,North,37,3001,2013,0,0,0,"Mollie's Delicious",,6585,PI,588981,.18,NULL,USDA,177,dessert
2,South,28,3002,2013,0,0,0,"Mollie's Delicious",,6585,PI,588981,.18,NULL,USDA,177,dessert
6,North,49,3025,2013,0,0,1,Monroe,,2152,PI,588772,.14,NULL,USDA,183,dessert
12,South,20,3026,2013,0,0,1,Monroe,,2152,PI,588772,.14,NULL,USDA,183,dessert
2,North,43,1256,2013,0,0,0,Murray,,17524,PI,589486,,113,Kentville,84,dessert
12,South,35,1257,2013,0,0,0,Murray,,17524,PI,589486,,113,Kentville,84,dessert
4,North,1,1258,2013,1,0,0,Murray,,17524,PI,589486,,113,Kentville,84,dessert
17,North,45,2327,2013,0,0,0,Niedzwetzkyana,,112249,PI,589287,.05,NULL,USDA,1301,dessert
19,South,61,2328,2013,0,0,0,Niedzwetzkyana,,112249,PI,589287,.05,NULL,USDA,1301,dessert
18,North,1,2200,2013,1,0,0,"Northern Spy",,4166,PI,588872,.14,NULL,USDA,136,dessert
2,North,47,2201,2013,0,0,0,"Northern Spy",,4166,PI,588872,.14,NULL,USDA,136,dessert
7,South,20,2202,2013,0,0,0,"Northern Spy",,4166,PI,588872,.14,NULL,USDA,136,dessert
4,North,20,2209,2013,0,0,0,"Nova Easygro",,3626,PI,588838,.14,NULL,USDA,139,dessert
2,South,35,2210,2013,0,0,0,"Nova Easygro",,3626,PI,588838,.14,NULL,USDA,139,dessert
13,North,36,1019,2013,0,0,0,Novaspy,,522646,PI,613939,,113,Kentville,7,dessert
18,South,40,1020,2013,0,0,0,Novaspy,,522646,PI,613939,,113,Kentville,7,dessert
16,North,41,3259,2013,0,0,0,Orin,,12468,PI,589232,,113,Kentville,250,dessert
13,South,10,3261,2013,0,0,0,Orin,,12468,PI,589232,,113,Kentville,250,dessert
9,North,30,3019,2013,0,0,0,"Ozark Gold",,6610,PI,588982,.11,NULL,USDA,182,dessert
18,South,44,3021,2013,0,0,0,"Ozark Gold",,6610,PI,588982,.11,NULL,USDA,182,dessert
6,North,53,3037,2013,0,0,0,"Pacific Gold",,22372,PI,589968,.05,NULL,USDA,186,cider
18,South,35,3039,2013,0,0,0,"Pacific Gold",,22372,PI,589968,.05,NULL,USDA,186,cider
10,North,46,2206,2013,0,0,0,Petrel,,22380,PI,589970,.09,NULL,USDA,138,dessert
11,South,49,2207,2013,0,0,0,Petrel,,22380,PI,589970,.09,NULL,USDA,138,dessert
5,North,2,3208,2013,0,0,1,"Pink Lady",,NULL,,NULL,,113,Kentville,235,dessert
17,South,17,3210,2013,0,0,1,"Pink Lady",,NULL,,NULL,,113,Kentville,235,dessert
1,North,15,3046,2013,0,0,0,"Pink Pearl",,6568,PI,588980,.10,NULL,USDA,189,cider
1,South,44,3048,2013,0,0,0,"Pink Pearl",,6568,PI,588980,.10,NULL,USDA,189,cider
7,North,18,1181,2013,0,0,0,Pinova,,NULL,,NULL,,113,Kentville,60,dessert
11,South,11,1183,2013,0,0,0,Pinova,,NULL,,NULL,,113,Kentville,60,dessert
15,North,12,3064,2013,0,0,0,"Poeltsamaa Winter Apple",,287728,PI,383515,.18,NULL,USDA,195,cider
15,South,54,3065,2013,0,0,1,"Poeltsamaa Winter Apple",,287728,PI,383515,.18,NULL,USDA,195,cider
19,North,12,1076,2013,0,0,0,Priam,,378191,PI,483255,,113,Kentville,26,dessert
11,South,23,1078,2013,0,0,0,Priam,,378191,PI,483255,,113,Kentville,26,dessert
12,North,48,1178,2013,0,0,0,Priscilla,,22356,PI,589965,,113,Kentville,59,dessert
9,South,14,1179,2013,0,0,0,Priscilla,,22356,PI,589965,,113,Kentville,59,dessert
14,North,34,1025,2013,0,0,0,Pristine,,25054,PI,590212,,113,Kentville,9,dessert
19,South,32,1026,2013,0,0,0,Pristine,,25054,PI,590212,,113,Kentville,9,dessert
9,North,16,2212,2013,0,0,0,"Rambo-Red Summer",,2738,PI,588798,.14,NULL,USDA,140,dessert
12,South,21,2214,2013,0,0,1,"Rambo-Red Summer",,2738,PI,588798,.14,NULL,USDA,140,dessert
9,North,17,1143,2013,0,0,0,"Red Delicious",,NULL,,NULL,,113,Kentville,48,dessert
5,South,22,1144,2013,0,0,0,"Red Delicious",,NULL,,NULL,,113,Kentville,48,dessert
5,North,5,1187,2013,0,0,1,Redfree,,22338,PI,594111,,113,Kentville,62,dessert
1,South,28,1189,2013,0,0,0,Redfree,,22338,PI,594111,,113,Kentville,62,dessert
14,North,10,2227,2013,0,0,0,"Redspur Delicious",,13069,PI,589255,.12,NULL,USDA,145,dessert
4,South,48,2228,2013,0,0,0,"Redspur Delicious",,13069,PI,589255,.12,NULL,USDA,145,dessert
11,North,9,6295,2013,0,0,0,"Reine des Reinettes",,NULL,,NULL,,103,Kentville,588,dessert
14,South,51,6296,2013,0,0,1,"Reine des Reinettes",,NULL,,NULL,,103,Kentville,588,dessert
13,North,51,2185,2013,0,0,0,"Rhode Island Greening",,17787,PI,589520,.13,NULL,USDA,131,cider
16,South,18,2187,2013,0,0,0,"Rhode Island Greening",,17787,PI,589520,.13,NULL,USDA,131,cider
7,North,28,3181,2013,0,0,1,"Rome Beauty Law",,3812,PI,588850,.13,NULL,USDA,226,dessert
4,South,50,3182,2013,0,0,1,"Rome Beauty Law",,3812,PI,588850,.13,NULL,USDA,226,dessert
6,North,11,3119,2013,0,0,1,"Rosemary Russet",,18708,PI,589648,.13,NULL,USDA,208,dessert
4,South,59,3120,2013,0,0,0,"Rosemary Russet",,18708,PI,589648,.13,NULL,USDA,208,dessert
3,North,10,1031,2013,0,0,0,Rouville,,24966,PI,590187,,113,Kentville,11,dessert
13,South,30,1033,2013,0,0,0,Rouville,,24966,PI,590187,,113,Kentville,11,dessert
11,North,62,1127,2013,1,0,0,Rubinette,,NULL,,NULL,,113,Kentville,43,dessert
9,North,24,1128,2013,0,0,0,Rubinette,,NULL,,NULL,,113,Kentville,43,dessert
17,South,31,1129,2013,0,0,0,Rubinette,,NULL,,NULL,,113,Kentville,43,dessert
9,North,7,1223,2013,0,0,0,"Sir Prize",,22314,PI,589961,,113,Kentville,74,dessert
8,South,45,1225,2013,0,0,1,"Sir Prize",,22314,PI,589961,,113,Kentville,74,dessert
19,North,43,3121,2013,0,0,0,"Smith Jonathan",,21293,PI,589845,.10,NULL,USDA,209,dessert
7,South,11,3122,2013,0,0,1,"Smith Jonathan",,21293,PI,589845,.10,NULL,USDA,209,dessert
13,North,7,3175,2013,0,0,0,Spartan,,4155,PI,588871,.05,NULL,USDA,224,dessert
14,South,52,3176,2013,0,0,1,Spartan,,4155,PI,588871,.05,NULL,USDA,224,dessert
17,North,56,3061,2013,0,0,0,"Spokane Beauty",,6943,PI,589006,.17,NULL,USDA,194,cider
9,South,33,3063,2013,0,0,1,"Spokane Beauty",,6943,PI,589006,.17,NULL,USDA,194,cider
19,North,27,2198,2013,0,0,0,Stayman,,6526,PI,588975,.14,NULL,USDA,135,cider
19,South,18,2199,2013,0,0,0,Stayman,,6526,PI,588975,.14,NULL,USDA,135,cider
2,North,50,2309,2013,0,0,0,Summerred,,228654,PI,304637,.05,NULL,USDA,169,dessert
6,South,59,2310,2013,0,0,0,Summerred,,228654,PI,304637,.05,NULL,USDA,169,dessert
12,South,14,7082,2013,0,0,0,Sunrise,,24879,PI,590164,,141,Kentville,620,dessert
3,North,44,3056,2013,0,0,0,Surprise,,134379,PI,134672,.05,NULL,USDA,192,dessert
14,South,35,3057,2013,0,0,1,Surprise,,134379,PI,134672,.05,NULL,USDA,192,dessert
14,North,24,3163,2013,0,0,1,"Sweet Delicious",,6139,PI,588955,.17,NULL,USDA,220,dessert
4,South,9,3165,2013,0,0,0,"Sweet Delicious",,6139,PI,588955,.17,NULL,USDA,220,dessert
17,North,27,1220,2013,0,0,0,Trent,,17553,PI,589490,,113,Kentville,73,dessert
9,South,7,1221,2013,0,0,1,Trent,,17553,PI,589490,,113,Kentville,73,dessert
6,North,29,3016,2013,0,0,0,Viking,,17133,PI,589434,.13,NULL,USDA,181,dessert
10,South,58,3018,2013,0,0,0,Viking,,17133,PI,589434,.13,NULL,USDA,181,dessert
13,North,40,3097,2013,0,0,0,Virginiagold,,2303,PI,588778,.17,NULL,USDA,203,dessert
9,South,39,3099,2013,0,0,1,Virginiagold,,2303,PI,588778,.17,NULL,USDA,203,dessert
6,North,48,3079,2013,0,0,0,"Winter Banana",,4000,PI,588861,.08,NULL,USDA,198,dessert
19,South,30,3080,2013,0,0,0,"Winter Banana",,4000,PI,588861,.08,NULL,USDA,198,dessert
12,North,54,3010,2013,0,0,0,"Yellow Transparent",,3968,PI,588859,.16,NULL,USDA,179,dessert
3,South,33,3011,2013,0,0,0,"Yellow Transparent",,3968,PI,588859,.16,NULL,USDA,179,dessert
17,North,36,1169,2013,0,0,0,Zestar,,NULL,,NULL,,113,Kentville,56,dessert
5,South,38,1170,2013,0,0,0,Zestar,,NULL,,NULL,,113,Kentville,56,dessert
3,North,62,1171,2013,1,0,1,Zestar,,NULL,,NULL,,113,Kentville,56,dessert
7,North,56,1017,2013,0,0,1,Judaine,,NULL,,NULL,,113,Kentville,6,NULL
6,South,3,1018,2013,0,0,0,Judaine,,NULL,,NULL,,113,Kentville,6,NULL
9,North,62,1028,2013,1,0,1,Vanda,,NULL,,NULL,,113,Kentville,10,NULL
13,North,28,1029,2013,0,0,1,Vanda,,NULL,,NULL,,113,Kentville,10,NULL
12,South,26,1030,2013,0,0,1,Vanda,,NULL,,NULL,,113,Kentville,10,NULL
11,North,24,1037,2013,0,0,0,"INR 6407",,NULL,,NULL,,113,Kentville,13,NULL
9,South,32,1039,2013,0,0,1,"INR 6407",,NULL,,NULL,,113,Kentville,13,NULL
18,North,53,1041,2013,0,0,0,"CBR 4T 29",,NULL,,NULL,,113,Kentville,14,NULL
1,South,6,1042,2013,0,0,0,"CBR 4T 29",,NULL,,NULL,,113,Kentville,14,NULL
12,North,28,1044,2013,0,0,0,"Co-op 29",,NULL,,NULL,,113,Kentville,15,NULL
13,South,57,1045,2013,0,0,1,"Co-op 29",,NULL,,NULL,,113,Kentville,15,NULL
1,North,3,1046,2013,0,0,0,Topaz,,NULL,,NULL,,113,Kentville,16,NULL
17,South,29,1048,2013,0,0,1,Topaz,,NULL,,NULL,,113,Kentville,16,NULL
9,North,25,1052,2013,0,0,1,Generos,,NULL,,NULL,,113,Kentville,18,NULL
9,South,23,1054,2013,0,0,1,Generos,,NULL,,NULL,,113,Kentville,18,NULL
15,North,38,1055,2013,0,0,0,"Crimson Crisp",,NULL,,NULL,,113,Kentville,19,NULL
16,South,28,1057,2013,0,0,1,"Crimson Crisp",,NULL,,NULL,,113,Kentville,19,NULL
13,North,3,1058,2013,0,0,0,"Romus 3",,NULL,,NULL,,113,Kentville,20,NULL
6,South,11,1059,2013,0,0,0,"Romus 3",,NULL,,NULL,,113,Kentville,20,NULL
16,North,59,1061,2013,0,0,0,Judeline,,NULL,,NULL,,113,Kentville,21,NULL
6,South,36,1063,2013,0,0,1,Judeline,,NULL,,NULL,,113,Kentville,21,NULL
2,North,40,1064,2013,0,0,0,Voinea,,NULL,,NULL,,113,Kentville,22,NULL
16,South,12,1066,2013,0,0,0,Voinea,,NULL,,NULL,,113,Kentville,22,NULL
19,North,52,1067,2013,0,0,0,Rebella,,NULL,,NULL,,113,Kentville,23,NULL
1,South,46,1069,2013,0,0,0,Rebella,,NULL,,NULL,,113,Kentville,23,NULL
12,North,25,1073,2013,0,0,0,"Co-op 28",,25043,PI,590208,,113,Kentville,25,NULL
1,South,15,1074,2013,0,0,0,"Co-op 28",,25043,PI,590208,,113,Kentville,25,NULL
13,North,19,1079,2013,0,0,1,,,NULL,,NULL,,113,Kentville,27,NULL
14,South,28,1081,2013,0,0,0,,,NULL,,NULL,,113,Kentville,27,NULL
2,North,25,1083,2013,0,0,0,Macfree,,552476,PI,613946,,113,Kentville,28,NULL
12,South,12,1084,2013,0,0,0,Macfree,,552476,PI,613946,,113,Kentville,28,NULL
9,North,37,1085,2013,0,0,0,"Ottawa 654",,NULL,,NULL,,113,Kentville,29,NULL
11,South,30,1087,2013,0,0,0,"Ottawa 654",,NULL,,NULL,,113,Kentville,29,NULL
5,North,11,1089,2013,0,0,0,Richelieu,,NULL,,NULL,,113,Kentville,30,NULL
11,South,44,1090,2013,0,0,0,Richelieu,,NULL,,NULL,,113,Kentville,30,NULL
17,North,52,1095,2013,0,0,0,Shizuka,,NULL,,NULL,,113,Kentville,32,NULL
11,South,33,1096,2013,0,0,0,Shizuka,,NULL,,NULL,,113,Kentville,32,NULL
6,North,27,1097,2013,0,0,0,Supermac,SJC7123-2,NULL,,NULL,,113,Kentville,33,NULL
3,South,54,1099,2013,0,0,1,Supermac,SJC7123-2,NULL,,NULL,,113,Kentville,33,NULL
7,North,9,1100,2013,0,0,0,SJCXN982,,NULL,,NULL,,113,Kentville,34,NULL
13,South,32,1101,2013,0,0,0,SJCXN982,,NULL,,NULL,,113,Kentville,34,NULL
8,North,35,1104,2013,0,0,0,"8B 14 56",,NULL,,NULL,,113,Kentville,35,NULL
14,South,58,1105,2013,0,0,0,"8B 14 56",,NULL,,NULL,,113,Kentville,35,NULL
14,North,12,1106,2013,0,0,0,MN1839,,NULL,,NULL,,113,Kentville,36,NULL
7,South,3,1108,2013,0,0,0,MN1839,,NULL,,NULL,,113,Kentville,36,NULL
18,North,17,1110,2014,0,0,0,"SJCA 14R3A108",,NULL,,NULL,,113,Kentville,37,NULL
5,South,37,1111,2013,0,0,0,"SJCA 14R3A108",,NULL,,NULL,,113,Kentville,37,NULL
7,North,15,1112,2013,0,0,0,NY65707-19,,NULL,,NULL,,113,Kentville,38,NULL
15,South,13,1113,2013,0,0,0,NY65707-19,,NULL,,NULL,,113,Kentville,38,NULL
5,North,22,1122,2013,0,0,0,"SJC 649",,NULL,,NULL,,113,Kentville,41,NULL
3,South,59,1123,2013,0,0,1,"SJC 649",,NULL,,NULL,,113,Kentville,41,NULL
17,North,19,1130,2013,0,0,0,"SJCA 16R5A15",,NULL,,NULL,,113,Kentville,44,NULL
17,South,30,1131,2013,0,0,0,"SJCA 16R5A15",,NULL,,NULL,,113,Kentville,44,NULL
15,North,35,1137,2013,0,0,0,"8C 18 30",,NULL,,NULL,,113,Kentville,46,NULL
14,South,30,1138,2013,0,0,0,"8C 18 30",,NULL,,NULL,,113,Kentville,46,NULL
12,North,21,1139,2013,0,0,0,11W-19-18,,NULL,,NULL,,113,Kentville,47,NULL
17,South,9,1140,2013,0,0,0,11W-19-18,,NULL,,NULL,,113,Kentville,47,NULL
1,North,28,1146,2013,0,0,0,"SPA 283",,NULL,,NULL,,113,Kentville,49,NULL
19,South,21,1147,2013,0,0,0,"SPA 283",,NULL,,NULL,,113,Kentville,49,NULL
1,North,22,1148,2013,0,0,0,8S-29-18,,NULL,,NULL,,113,Kentville,50,NULL
10,South,60,1149,2013,0,0,0,8S-29-18,,NULL,,NULL,,113,Kentville,50,NULL
4,North,44,1152,2013,0,0,1,Maigold,,NULL,,NULL,,113,Kentville,51,NULL
8,South,31,1153,2013,0,0,0,Maigold,,NULL,,NULL,,113,Kentville,51,NULL
18,North,12,1157,2013,0,0,0,Kensei,,NULL,,NULL,,113,Kentville,52,NULL
18,South,58,1158,2013,0,0,0,Kensei,,NULL,,NULL,,113,Kentville,52,NULL
7,North,19,1161,2013,0,0,0,"SPA 505",,NULL,,NULL,,113,Kentville,53,NULL
8,South,26,1162,2013,0,0,0,"SPA 505",,NULL,,NULL,,113,Kentville,53,NULL
3,North,29,1163,2013,0,0,0,8S-26-52,,NULL,,NULL,,113,Kentville,54,NULL
18,South,20,1164,2013,0,0,0,8S-26-52,,NULL,,NULL,,113,Kentville,54,NULL
12,North,8,1166,2013,0,0,0,McShay,,NULL,,NULL,,113,Kentville,55,NULL
